station_id,station_name,latitude,longitude,malecount,femalecount,SUM,age20,age25,age30,age35,age40,age45,age50,age55,age60,age65,age70,age75,age80,age85,age90,age95,age100,age101,age20m,age20f,age25m,age25f,age30m,age30f,age35m,age35f,age40m,age40f,age45m,age45f,age50m,age50f,age55m,age55f,age60m,age60f,age65m,age65f,age70m,age70f,age75m,age75f,age80m,age80f,age85m,age85f,age90m,age90f,age95m,age95f,age100m,age100f,age101m,age101f
3097,N Henry St & Richardson St,40.71921585,-73.9424469,4173,1422,5935,51,736,1637,1436,743,404,356,21,93,130,2,0,0,0,0,0,0,325,0,50,642,94,1142,488,978,458,660,83,224,180,310,38,17,4,92,0,104,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,Leonard St & Bayard St,40.71928,-73.94861,2618,860,3879,16,188,582,1118,798,448,122,114,24,63,6,6,3,0,0,0,0,391,16,0,161,27,335,241,835,282,672,126,392,55,66,54,61,53,19,5,46,17,6,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
3099,Leonard St & Manhattan Ave,40.7215224,-73.94898266,690,206,953,7,53,112,362,142,103,58,9,44,4,2,0,0,0,0,0,0,57,7,0,29,24,64,48,317,45,96,46,77,26,47,11,8,0,43,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,State St & Smith St,40.68926942,-73.98912867,20882,7575,32476,113,801,3955,7213,5364,3609,3278,2135,1200,625,157,44,3,0,0,0,0,3979,85,27,515,283,2850,1095,5260,1936,3985,1376,2742,863,2604,672,1297,838,959,241,417,208,139,18,26,18,3,0,0,0,0,0,0,0,0,0,0,0
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,4500,1868,8101,9,247,1461,2217,1394,489,412,83,32,28,5,0,0,0,0,0,0,1722,7,0,136,111,895,564,1585,629,1071,322,395,93,303,106,62,20,22,9,18,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,3744,1761,6526,27,253,1074,2078,1018,471,389,128,26,25,12,3,7,0,0,0,0,1014,26,0,153,100,564,506,1486,588,756,261,355,115,256,126,90,38,18,8,10,15,12,0,0,2,7,0,0,0,0,0,0,0,0,0,10,0
3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,4028,1578,7880,33,415,1357,1701,1136,417,363,79,78,50,8,0,0,0,0,0,0,2242,33,0,262,153,925,428,1183,494,793,342,357,59,299,62,62,16,63,15,43,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Kent Ave & N 7 St,40.72057658,-73.96150225,10816,4466,22202,42,833,3522,4322,2903,1641,993,504,253,157,143,13,0,0,0,0,0,6875,25,17,541,292,2181,1337,3127,1171,2072,819,1351,287,780,209,383,121,203,49,102,55,34,109,13,0,0,0,0,0,0,0,0,0,0,0,3,0
3105,N 15 St & Wythe Ave,40.724055,-73.955736,1104,503,1943,5,101,354,392,438,150,69,30,33,34,4,0,0,0,0,0,0,333,5,0,45,56,208,146,271,120,335,103,126,24,49,20,17,13,10,21,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Driggs Ave & N Henry St,40.72325,-73.94308,4135,2433,7242,23,353,977,2336,1342,861,510,153,9,40,10,0,0,0,0,0,0,627,13,10,61,292,523,454,1443,893,880,462,621,229,415,59,134,19,6,0,30,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,6477,3356,12414,16,541,2134,3582,1675,669,737,192,211,49,38,4,15,0,0,0,0,2551,12,4,291,248,1306,825,2343,1239,1146,524,472,192,616,104,141,51,61,149,34,15,34,4,3,0,15,0,0,0,0,0,0,0,0,0,3,0
3108,Nassau Ave & Russell St,40.72557,-73.94434,6131,2847,10253,127,483,1561,3649,1539,944,280,376,79,21,14,0,13,0,2,2,0,1164,126,0,335,148,1029,532,2524,1125,1055,469,530,387,140,71,281,95,76,3,17,4,4,10,0,0,13,0,0,0,0,2,0,2,0,0,0,0
3109,Banker St & Meserole Ave,40.72606,-73.95621,2892,1664,5399,29,407,1236,1341,695,298,227,186,86,27,6,17,0,0,0,0,0,842,5,24,314,92,492,744,889,452,553,139,168,130,165,62,179,7,78,8,21,6,6,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0
311,Norfolk St & Broome St,40.7172274,-73.98802084,28836,11278,44651,653,3238,6714,6144,5626,5961,3020,3237,2632,1522,1115,243,28,0,7,7,0,4511,528,125,2473,763,4545,2163,4270,1859,4002,1620,4887,1074,2034,985,2070,1166,1774,858,1194,328,864,251,168,75,24,4,0,0,0,7,0,7,0,0,3,0
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,4943,1701,7608,16,420,1316,2000,1211,863,531,136,82,16,21,11,58,0,0,0,0,927,13,3,278,141,902,413,1395,605,945,258,698,163,429,74,103,30,73,9,11,5,21,0,11,0,58,0,0,0,0,0,0,0,0,0,6,0
3111,Norman Ave & Leonard St,40.7258483,-73.95064893,3024,1775,5554,12,172,931,1649,1034,536,331,75,33,26,4,0,17,0,0,0,0,733,11,0,103,69,535,396,985,649,761,273,305,230,191,133,62,13,26,7,23,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
3112,Milton St & Franklin St,40.72906,-73.95779,6158,2857,10727,14,327,1731,2993,2092,992,496,182,140,47,10,0,0,0,0,0,0,1699,12,0,204,123,1010,716,2032,959,1473,618,835,157,324,165,128,54,86,54,43,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,5402,1842,8390,27,264,1545,2343,1534,728,382,324,91,28,6,0,16,0,0,0,0,1102,26,0,156,108,1081,463,1763,579,1189,342,542,167,292,71,273,50,39,51,19,9,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
3114,India St & East River,40.73165141,-73.96161892,1460,515,2461,0,17,239,694,471,319,67,44,107,14,7,0,0,0,0,0,0,482,0,0,8,9,137,102,507,187,416,54,236,82,41,25,37,6,60,47,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,India St & Manhattan Ave,40.73232194,-73.9550858,4723,1564,7569,11,253,1446,1958,1400,564,375,155,102,21,5,2,0,0,0,0,0,1275,11,0,108,145,999,447,1483,473,1136,264,514,49,253,119,98,57,95,6,19,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,Huron St & Franklin St,40.73266,-73.95826,1666,736,2766,3,23,479,826,579,190,199,72,22,7,6,0,0,0,0,0,0,360,2,0,11,12,282,197,661,164,348,231,165,24,134,64,33,39,18,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,Franklin St & Dupont St,40.73564,-73.95866,2834,1589,5401,5,80,1201,1052,896,470,260,299,110,28,8,0,16,0,0,0,0,976,5,0,41,39,596,605,747,305,504,392,408,62,157,99,224,75,102,8,24,4,8,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0
3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,3222,1117,5890,13,142,735,1250,820,768,293,214,41,48,12,2,0,0,0,0,0,1550,11,2,108,34,557,178,993,257,570,250,582,185,206,87,111,103,35,6,35,13,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,9034,2690,12986,6,268,2574,3641,2556,1135,699,580,204,60,19,3,10,0,0,0,0,1231,6,0,192,57,1920,653,2824,815,1963,593,897,231,542,156,441,139,160,43,59,0,17,2,3,0,10,0,0,0,0,0,0,0,0,0,0,0
312,Allen St & E Houston St,40.722055,-73.989111,48857,17168,76716,609,5426,17389,13747,8349,6200,4667,3879,3310,1811,412,283,42,3,2,2,0,10587,529,76,3423,1996,12829,4551,10494,3163,5705,2641,4738,1461,3806,861,2630,1249,2760,550,1398,413,239,173,256,27,38,4,2,0,0,2,0,2,0,0,10,0
3120,Center Blvd & Borden Ave,40.74161,-73.96044,2191,630,4171,7,90,346,889,536,391,209,150,76,121,11,0,3,0,0,0,0,1341,2,5,62,28,238,108,732,153,420,114,312,77,132,77,107,43,62,13,114,7,9,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,2034,620,3491,8,143,513,603,533,315,172,124,204,52,9,0,0,0,0,0,0,813,6,0,73,53,343,163,455,148,409,124,262,53,139,33,92,32,197,7,49,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,48 Ave & 5 St,40.74436329,-73.95587325,1129,273,1730,2,40,326,492,195,151,74,91,16,14,7,0,0,0,0,0,0,320,2,0,35,5,269,57,374,116,174,21,117,34,69,5,62,29,7,3,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,31 St & Thomson Ave,40.74469738,-73.93540375,1182,380,1797,30,111,396,249,233,142,93,157,88,81,5,0,0,0,0,0,0,212,0,27,95,16,312,84,204,45,190,43,71,48,44,49,111,46,78,10,69,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,46 Ave & 5 St,40.74731,-73.95451,7300,1870,10459,9,256,2586,2453,1970,1074,312,302,161,43,28,17,0,0,0,0,0,1247,5,4,170,49,2023,563,1861,590,1664,306,920,151,278,34,196,106,110,51,40,0,15,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,45 Rd & 11 St,40.74708586,-73.94977234,3587,775,4963,9,86,1193,1317,664,547,241,211,98,11,15,0,2,0,0,0,0,567,9,0,51,35,924,269,1096,217,536,126,462,57,230,11,184,27,74,24,8,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,4655,1171,6627,7,246,1266,1386,1030,696,331,419,223,227,23,3,5,0,0,0,0,765,4,3,163,82,947,319,1038,340,896,134,606,63,292,39,287,132,187,36,217,10,15,8,3,0,0,5,0,0,0,0,0,0,0,0,0,0
3127,9 St & 44 Rd,40.74966,-73.9521,1338,325,2305,0,48,320,271,362,174,307,57,94,16,11,2,0,0,0,0,0,642,0,0,38,10,281,39,227,44,315,47,142,32,169,138,55,2,83,11,16,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,21 St & 43 Ave,40.75052534,-73.94594845,698,173,1145,10,64,177,236,90,69,66,101,33,10,16,0,0,0,0,0,0,273,2,8,42,22,150,27,198,38,71,19,61,7,47,19,71,30,33,0,8,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,6576,2153,11558,31,662,2052,2181,1152,861,825,370,422,120,46,24,0,0,0,0,0,2811,27,0,418,244,1440,612,1475,688,905,247,726,135,720,105,321,49,387,35,99,21,42,4,16,8,0,0,0,0,0,0,0,0,0,0,0,0
313,Washington Ave & Park Ave,40.69610226,-73.96751037,12373,4481,18849,0,440,3149,4917,3695,2345,971,588,348,352,24,11,21,0,0,0,0,1988,0,0,218,222,2271,871,3119,1797,3118,577,1709,636,831,138,412,176,319,29,318,34,23,0,11,0,21,0,0,0,0,0,0,0,0,0,3,0
3130,21 St & Queens Plaza North,40.75325964,-73.94335788,292,62,665,2,23,65,79,67,33,23,27,31,2,2,0,0,0,0,0,0,311,2,0,21,0,50,15,59,20,65,0,24,9,16,0,24,3,27,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,E 59 St & Madison Ave,40.76350532,-73.97109243,9623,1948,13806,27,403,1601,2187,1475,1689,1311,1383,971,314,172,43,0,0,0,0,0,2227,21,6,281,122,1220,378,1630,555,1234,241,1514,174,1152,159,1234,149,875,95,277,37,149,22,34,9,0,0,0,0,0,0,0,0,0,0,0,0
3133,E 67 St & Lexington Ave,40.76734259,-73.96485865,2683,897,5019,13,252,813,735,500,302,328,371,152,78,21,20,2,0,0,0,0,1432,11,2,158,94,545,261,545,189,402,97,250,52,276,52,287,84,106,46,66,12,13,8,20,0,2,0,0,0,0,0,0,0,0,0,2,0
3134,3 Ave & E 62 St,40.76312584,-73.96526895,9501,2669,13742,46,639,2214,2894,1601,1468,1217,803,730,342,117,74,3,0,0,0,0,1593,38,8,383,255,1697,517,2022,870,1369,230,1272,196,1010,207,645,158,569,157,296,46,96,21,71,0,0,0,0,0,0,0,0,0,0,0,30,0
3135,E 75 St & 3 Ave,40.77112927,-73.95772297,10238,3085,14699,19,703,2469,2839,1899,1667,1029,1490,718,260,86,111,36,0,0,0,0,1373,19,0,374,329,1781,688,2152,687,1586,311,1381,286,807,222,1148,342,603,114,186,74,71,15,94,17,36,0,0,0,0,0,0,0,0,0,0,0
3136,5 Ave & E 63 St,40.76650452,-73.97147595,5273,1510,13567,27,281,901,1232,940,1030,740,646,573,220,181,18,0,0,0,0,0,6777,19,8,184,97,619,282,828,398,791,149,844,186,642,98,477,169,496,76,191,29,168,13,14,4,0,0,0,0,0,0,0,0,0,0,0,0
3137,5 Ave & E 73 St,40.77282817,-73.96685276,4579,1978,16364,53,267,980,1257,757,781,777,671,612,255,98,56,9,0,0,0,0,9791,45,8,166,100,613,364,847,407,570,184,583,198,541,229,512,158,434,178,162,93,50,48,45,11,9,0,0,0,0,0,0,0,0,0,2,0
3138,E 77 St & Park Ave,40.77440546,-73.96175265,389,88,561,0,12,78,60,51,55,82,35,71,22,8,0,0,0,0,0,0,84,0,0,0,9,51,27,47,13,47,4,48,7,76,6,29,6,61,10,20,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,E 72 St & Park Ave,40.77118288,-73.96409422,7728,2167,13257,60,371,1484,1466,1182,1254,1370,1246,863,320,161,121,14,0,0,0,0,3345,50,10,232,139,979,504,1131,335,980,202,1093,145,1092,277,997,249,697,166,236,84,130,31,97,24,13,0,0,0,0,0,0,0,0,0,0,0
314,Cadman Plaza West & Montague St,40.69383,-73.990539,16726,6457,26854,154,927,3005,3963,3157,3481,2737,2095,1780,1480,213,180,13,0,0,0,0,3669,123,31,609,318,2183,820,2812,1151,2348,808,2196,1285,1840,897,1814,280,1180,599,1301,179,192,21,118,62,7,6,0,0,0,0,0,0,0,0,0,0
3140,1 Ave & E 78 St,40.77140426,-73.9535166,14538,5307,22067,125,894,4642,4453,2698,2217,1667,1460,1094,334,200,78,0,0,0,0,0,2203,112,13,573,320,2963,1678,3256,1194,2086,612,1844,361,1246,421,1078,382,866,227,279,55,161,38,72,6,0,0,0,0,0,0,0,0,0,0,0,0
3141,1 Ave & E 68 St,40.76500525,-73.95818491,25018,8026,36155,124,2006,6534,7702,4573,3723,2615,2710,1809,779,378,105,23,0,0,0,0,3074,98,26,1290,715,4528,2005,6005,1666,3546,1027,3335,384,1922,693,1923,787,1338,471,570,209,354,24,88,17,21,2,0,0,0,0,0,0,0,0,0,0
3142,1 Ave & E 62 St,40.7612274,-73.96094022,13493,4885,20922,60,1221,3932,4379,2281,2091,1495,1483,830,362,240,17,4,0,0,0,0,2527,30,30,799,422,2932,997,3030,1340,1608,671,1760,327,1212,283,999,484,579,251,303,59,222,18,14,3,4,0,0,0,0,0,0,0,0,0,0,0
3143,5 Ave & E 78 St,40.77682863,-73.96388769,4335,1794,17069,46,287,943,889,694,851,872,474,566,335,125,59,6,0,0,0,0,10922,40,6,185,102,575,368,596,288,545,146,624,227,660,210,336,136,368,190,259,76,101,24,38,21,6,0,0,0,0,0,0,0,0,0,2,0
3144,E 81 St & Park Ave,40.77677702,-73.9590097,4517,1775,8544,34,253,638,918,674,1025,948,783,512,331,84,98,0,0,0,0,0,2246,29,5,171,82,350,287,592,325,507,166,868,157,699,249,618,164,358,152,214,117,56,28,55,43,0,0,0,0,0,0,0,0,0,0,0,0
3145,E 84 St & Park Ave,40.77862688,-73.95772073,11219,3221,20331,134,491,2033,2304,1755,1807,1915,1763,1272,667,171,128,21,0,0,0,2,5868,124,10,333,158,1502,526,1708,595,1379,373,1540,259,1513,402,1468,294,910,357,499,168,131,40,95,33,15,6,0,0,0,0,0,0,2,0,0,0
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,4920,1813,8076,14,343,1025,1474,997,867,659,661,404,186,82,71,2,0,0,0,0,1291,14,0,210,133,681,344,1116,353,714,263,647,193,486,173,441,220,325,79,157,29,60,22,67,4,2,0,0,0,0,0,0,0,0,0,0,0
3147,E 85 St & 3 Ave,40.77801203,-73.95407149,12144,3809,17949,111,901,3379,3542,1749,1666,1874,1178,661,577,261,68,0,0,0,0,0,1977,107,4,625,276,2418,960,2620,922,1407,339,1337,317,1445,429,901,276,486,172,494,83,242,19,56,12,0,0,0,0,0,0,0,0,0,0,0,0
3148,E 84 St & 1 Ave,40.77565541,-73.95068615,6806,2853,10821,135,484,1778,2087,1385,1049,966,869,589,252,55,17,0,0,5,5,0,1150,114,21,290,194,1141,634,1460,625,988,396,828,218,696,270,602,267,409,177,214,38,45,10,14,3,0,0,0,0,5,0,5,0,0,0,0,0
3149,E 82 St & 2 Ave,40.77517793,-73.95324922,3939,1125,5951,28,259,1205,1319,683,511,445,300,164,132,39,13,0,0,0,0,0,852,23,5,173,86,904,301,1082,233,492,191,412,68,322,123,239,61,139,25,123,9,24,15,5,8,0,0,0,0,0,0,0,0,0,0,0,0
315,South St & Gouverneur Ln,40.70355377,-74.00670227,27747,9339,49260,153,1721,5766,7060,5471,4509,3794,3623,2789,1288,573,241,78,0,0,0,0,12191,103,27,1129,592,3628,2136,5221,1836,4390,1076,3405,1104,3094,699,2923,700,2246,541,808,480,500,73,169,72,76,2,0,0,0,0,0,0,0,0,53,0
3150,E 85 St & York Ave,40.77536905,-73.94803392,8755,3465,13500,126,750,2054,2535,1489,1045,1727,1046,851,488,81,37,10,0,0,0,0,1260,76,50,426,324,1406,647,1702,833,1010,477,866,166,1477,250,810,236,548,298,309,179,77,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,E 81 St & York Ave,40.7728384,-73.94989233,2694,812,3786,43,110,856,665,422,410,430,184,133,152,80,20,0,0,0,0,0,280,18,25,77,33,579,277,557,108,336,86,351,59,329,101,138,46,103,30,116,36,69,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,E 71 St & 2 Ave,40.76817547,-73.95910263,622,153,861,0,34,157,199,87,85,64,63,44,32,5,4,0,0,0,0,0,86,0,0,20,14,121,36,138,61,80,7,78,7,57,7,52,11,39,5,27,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,E 77 St & 3 Ave,40.77314236,-73.95856158,3010,833,4098,11,200,873,619,518,433,483,380,200,98,25,3,0,0,0,0,0,255,11,0,97,103,618,255,508,111,436,82,367,65,423,60,275,105,160,40,88,10,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,4809,1605,7015,23,351,1209,1287,820,739,772,579,320,246,62,45,2,0,0,0,0,560,7,16,150,201,830,377,911,340,699,120,559,179,679,93,446,133,267,52,182,64,51,11,26,19,2,0,0,0,0,0,0,0,0,0,0,0
3156,E 72 St & York Ave,40.76663814,-73.95348296,15430,5082,22573,30,758,3791,4389,3003,2612,1914,1696,1363,713,122,92,31,0,0,0,0,2059,25,5,448,310,2700,1091,3455,934,2264,739,2143,468,1383,531,1312,384,969,393,549,164,102,20,49,43,31,0,0,0,0,0,0,0,0,0,0,0
3157,East End Ave & E 86 St,40.77518615,-73.94446054,2309,672,3571,32,55,401,349,288,422,343,677,168,132,56,43,19,0,0,0,0,586,24,8,26,29,286,115,273,76,201,87,347,75,283,60,578,99,116,48,76,56,41,15,39,4,19,0,0,0,0,0,0,0,0,0,0,0
3158,W 63 St & Broadway,40.77163851,-73.98261428,13415,3813,20971,109,930,2501,2555,1976,2349,2100,1952,1506,794,350,117,25,0,0,0,0,3707,93,16,696,234,1739,752,1816,736,1553,419,1942,407,1781,314,1642,308,1121,376,611,183,303,44,93,24,25,0,0,0,0,0,0,0,0,0,0,0
3159,W 67 St & Broadway,40.77492513,-73.98266566,13772,3929,19859,119,665,2174,3121,2764,2236,2168,1799,1482,713,314,148,15,0,2,2,0,2137,100,19,490,175,1499,672,2299,818,2439,319,1804,432,1613,553,1334,465,1185,293,614,99,264,48,116,32,13,2,0,0,0,2,0,2,0,0,0,0
316,Fulton St & William St,40.70955958,-74.00653609,27967,8721,41134,323,3207,6808,5948,4914,3896,3908,2804,3284,870,468,253,39,0,0,0,0,4410,218,98,2405,802,5150,1640,4516,1429,3570,1339,3320,574,2889,1019,2021,783,2613,665,701,169,373,95,157,96,29,10,0,0,0,0,0,0,0,0,5,0
3160,Central Park West & W 76 St,40.77896784,-73.97374737,4061,1771,13263,49,243,677,1060,816,605,708,638,748,121,110,64,2,0,0,0,0,7421,42,7,171,72,443,227,731,329,596,218,521,84,334,373,503,135,476,272,83,38,105,5,53,11,2,0,0,0,0,0,0,0,0,0,0,0
3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,4626,1898,7550,56,209,803,1352,813,666,717,827,662,324,81,17,0,0,0,0,0,1022,50,6,165,44,530,273,924,428,630,183,521,145,498,218,512,315,425,234,300,24,59,22,12,5,0,0,0,0,0,0,0,0,0,0,0,0
3162,W 78 St & Broadway,40.78339981,-73.98093133,4545,1674,7200,51,144,634,937,790,794,843,635,966,252,111,65,3,0,0,0,0,974,22,29,108,36,389,242,610,327,621,166,649,145,683,160,443,192,727,239,177,75,70,40,42,23,3,0,0,0,0,0,0,0,0,0,0,0
3163,Central Park West & W 68 St,40.7734066,-73.97782542,6172,2212,14323,44,265,1167,1791,1050,1053,990,911,710,233,103,62,10,0,0,0,0,5934,42,0,172,93,776,391,1174,616,771,276,860,193,763,227,713,198,577,132,173,60,93,10,56,6,2,8,0,0,0,0,0,0,0,0,0,0
3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,12778,4983,21533,151,420,2286,3441,2509,2668,2399,1492,1467,724,235,86,13,0,0,0,0,3642,142,9,281,139,1516,712,2358,1083,1864,582,2040,628,1750,647,1035,456,971,490,570,154,199,36,46,40,6,7,0,0,0,0,0,0,0,0,0,0
3165,Central Park West & W 72 St,40.77579377,-73.97620574,6681,2629,23214,117,254,1224,1969,1271,940,1217,743,792,369,114,290,15,0,0,0,0,13899,89,27,148,106,831,392,1377,592,1005,263,702,237,895,322,533,210,555,236,311,58,79,35,142,147,11,0,0,0,0,0,0,0,0,0,3,0
3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,5832,2045,9660,142,190,712,1354,1002,807,1129,869,869,420,205,116,67,3,0,0,0,1775,115,27,104,86,451,261,969,382,740,262,590,215,865,264,691,178,627,239,327,93,180,25,103,13,67,0,3,0,0,0,0,0,0,0,0,0
3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,10658,3851,15890,116,294,1693,2659,2233,1967,1882,1440,1224,649,244,128,33,0,0,0,0,1327,104,12,212,82,1151,530,1821,838,1693,530,1512,455,1519,355,1008,428,906,317,439,210,151,73,107,21,33,0,0,0,0,0,0,0,0,0,0,0
3168,Central Park West & W 85 St,40.78472675,-73.96961715,6789,2798,17695,69,320,1247,1620,1522,1385,1220,967,691,343,168,67,10,0,0,0,0,8066,63,6,234,84,802,439,1141,478,1083,428,1073,306,887,317,639,327,458,233,209,134,148,20,50,17,0,9,0,0,0,0,0,0,0,0,0,0
3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,6983,3059,12898,69,362,955,1296,1385,1217,1396,1089,1143,575,323,239,19,4,0,0,0,2825,58,11,101,261,710,245,793,486,1067,318,1012,199,809,587,730,350,922,221,408,167,217,106,132,107,18,0,4,0,0,0,0,0,0,0,0,0
317,E 6 St & Avenue B,40.72453734,-73.98185424,36535,16207,56687,187,5712,16353,10024,5626,3238,4825,3047,1854,1462,362,78,2,0,0,0,2,3915,130,57,4088,1623,11890,4459,7480,2540,3352,2268,2058,1180,3271,1550,1786,1260,1138,706,933,529,338,24,68,10,0,0,0,0,0,0,0,0,2,0,0,0
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,9259,4134,17224,101,512,1938,2318,2031,1727,1719,1233,1000,477,245,93,5,0,0,0,0,3822,96,5,371,141,1178,757,1446,872,1395,631,1347,380,1181,537,834,397,708,291,383,94,220,25,92,0,2,0,0,0,0,0,0,0,0,0,3,0
3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,4650,1995,7394,72,263,994,1193,878,778,878,498,518,316,198,64,13,0,0,0,2,729,59,13,167,95,601,381,787,406,664,214,589,189,668,205,340,157,308,209,281,35,117,81,55,9,12,0,0,0,0,0,0,0,2,0,0,0
3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,6871,2567,11247,39,277,1690,2009,1578,864,1028,874,661,350,90,88,16,0,0,0,0,1683,32,7,228,49,1187,465,1373,636,1175,323,682,182,801,227,595,269,455,206,189,161,54,36,83,5,15,0,0,0,0,0,0,0,0,0,2,0
3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,5394,2009,8767,73,299,780,1478,1013,1144,1121,589,515,212,165,12,9,6,0,0,7,1344,23,50,210,89,495,285,1040,420,711,302,935,208,837,284,449,140,346,168,173,39,145,20,11,0,6,3,6,0,0,0,0,0,7,0,0,0
3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,11766,4334,17879,99,476,1952,3223,2190,2404,2252,1222,1568,493,223,42,19,0,0,0,4,1712,63,36,359,117,1255,695,2214,1004,1578,570,1897,506,1717,527,916,306,1153,408,384,109,175,45,33,9,17,0,0,0,0,0,0,0,4,0,0,0
3176,W 64 St & West End Ave,40.77452835,-73.98753759,9160,2074,12518,18,420,1571,2277,1786,1930,1372,830,581,253,141,47,8,0,0,0,7,1277,11,7,368,52,1194,377,1781,496,1512,269,1714,215,1087,285,635,194,481,100,233,20,116,25,13,34,8,0,0,0,0,0,0,0,7,0,0,0
3177,W 84 St & Broadway,40.7867947,-73.977112,13116,4308,20120,228,664,2155,2733,1975,2431,2360,1748,1773,1030,360,83,14,0,0,0,4,2562,206,22,438,226,1580,559,2024,704,1485,485,2043,388,1774,571,1253,489,1071,615,839,191,331,28,59,24,8,6,0,0,0,0,0,0,4,0,0,0
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,5436,2095,10004,44,226,703,1081,928,703,1201,916,1066,482,132,43,8,0,0,0,3,2468,40,4,151,75,442,261,734,342,694,234,472,231,821,380,677,239,871,195,383,99,108,24,33,10,7,0,0,0,0,0,0,0,3,0,0,0
3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,577,273,1101,5,99,259,156,108,103,86,10,2,0,6,0,0,0,0,0,0,247,0,5,79,20,183,72,114,42,79,29,82,21,20,66,10,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,69315,8684,82172,132,2001,8711,11911,11309,11183,11984,10275,6850,2311,1067,300,2,0,0,0,0,4136,113,19,1619,381,7372,1339,10292,1615,9999,1285,10169,1005,11121,863,9414,860,5694,1155,2189,122,1034,33,295,5,0,2,0,0,0,0,0,0,0,0,4,0
3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,1314,504,6421,81,115,359,380,227,217,115,98,73,84,61,11,0,0,0,0,0,4600,76,5,72,43,251,106,262,118,146,80,177,40,69,46,71,27,51,22,69,15,59,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,Soissons Landing,40.692609,-74.016398,956,655,4791,17,109,286,252,193,165,207,127,121,91,29,10,0,0,0,0,0,3184,14,3,61,48,135,151,167,85,120,73,90,75,119,88,86,41,76,45,53,38,22,7,9,0,0,0,0,0,0,0,0,0,0,0,4,0
